company_name,URL1,URL2,URL3
University of Sunderland,https://www.sunderland.ac.uk/,http://www.sunderland.ac.uk/,https://en.wikipedia.org/wiki/University_of_Sunderland
University of Surrey,https://www.surrey.ac.uk/,https://en.wikipedia.org/wiki/University_of_Surrey,https://www.topuniversities.com/universities/university-surrey
University of Thessaly,https://www.uth.gr/en,https://en.wikipedia.org/wiki/University_of_Thessaly,https://en.wikipedia.org/wiki/University_of_Thessaly#Emblem
University of Tokyo,https://www.u-tokyo.ac.jp/en/,https://www.facebook.com/UTokyo.News.en/photos/a.213618018661308/1131334476889653/?type=3,https://en.wikipedia.org/wiki/University_of_Tokyo
University of Tsukuba,https://www.tsukuba.ac.jp/en/,https://en.wikipedia.org/wiki/University_of_Tsukuba,https://en.wikipedia.org/wiki/University_of_Tsukuba#Internationalization
University of Utah,https://www.utah.edu/,https://logowik.com/the-university-of-utah-logo-vector-34743.html,https://en.wikipedia.org/wiki/University_of_Utah
University of Vigo,https://www.uvigo.gal/en,https://www.wikidata.org/wiki/Q666916,https://en.wikipedia.org/wiki/University_of_Vigo
University of Virginia,https://www.virginia.edu/,https://www.usnews.com/best-colleges/uva-6968,https://brand.virginia.edu/design-assets/logos/university-logos
University of Warwick,https://warwick.ac.uk/,https://www.crunchbase.com/organization/university-of-warwick,https://en.wikipedia.org/wiki/University_of_Warwick
University of Waterloo,https://uwaterloo.ca/,https://uwaterloo.ca/brand/uw-logos/university-logos/all,https://en.wikipedia.org/wiki/University_of_Waterloo
